words	frequency	left-entropy	right-entropy	combinality
把事 	 4 	 2.000000 	 1.500000 	 0 	 
把从 	 4 	 2.000000 	 1.500000 	 0 	 
把优 	 4 	 2.000000 	 1.500000 	 0 	 
把力 	 4 	 2.000000 	 1.500000 	 0 	 
把电 	 4 	 2.000000 	 1.500000 	 0 	 
把资 	 4 	 2.000000 	 1.500000 	 0 	 
把铁 	 4 	 2.000000 	 1.500000 	 0 	 
报关 	 4 	 2.000000 	 1.500000 	 0 	 
拈得 	 4 	 2.000000 	 1.500000 	 0 	 
拟订 	 4 	 2.000000 	 1.500000 	 0 	 
拿来 	 4 	 2.000000 	 1.500000 	 0 	 
挣脱 	 4 	 2.000000 	 1.500000 	 0 	 
挤不 	 4 	 2.000000 	 1.500000 	 0 	 
挺拔 	 4 	 2.000000 	 1.500000 	 0 	 
捧出 	 4 	 2.000000 	 1.500000 	 0 	 
推上 	 4 	 2.000000 	 1.500000 	 0 	 
推翻 	 4 	 2.000000 	 1.500000 	 0 	 
掩映 	 4 	 2.000000 	 1.500000 	 0 	 
搀扶 	 4 	 2.000000 	 1.500000 	 0 	 
搏杀 	 4 	 2.000000 	 1.500000 	 0 	 
摩中 	 4 	 2.000000 	 1.500000 	 0 	 
摩擦 	 4 	 2.000000 	 1.500000 	 0 	 
摩根 	 4 	 2.000000 	 1.500000 	 0 	 
操场 	 4 	 2.000000 	 1.500000 	 0 	 
操持 	 4 	 2.000000 	 1.500000 	 0 	 
收在 	 4 	 2.000000 	 1.500000 	 0 	 
收复 	 4 	 2.000000 	 1.500000 	 0 	 
放养 	 4 	 2.000000 	 1.500000 	 0 	 
放炮 	 4 	 2.000000 	 1.500000 	 0 	 
教诲 	 4 	 2.000000 	 1.500000 	 0 	 
敢不 	 4 	 2.000000 	 1.500000 	 0 	 
敬献 	 4 	 2.000000 	 1.500000 	 0 	 
敬重 	 4 	 2.000000 	 1.500000 	 0 	 
数从 	 4 	 2.000000 	 1.500000 	 0 	 
整机 	 4 	 2.000000 	 1.500000 	 0 	 
文发 	 4 	 2.000000 	 1.500000 	 0 	 
断绝 	 4 	 2.000000 	 1.500000 	 0 	 
新业 	 4 	 2.000000 	 1.500000 	 0 	 
新资 	 4 	 2.000000 	 1.500000 	 0 	 
方又 	 4 	 2.000000 	 1.500000 	 0 	 
旅欧 	 4 	 2.000000 	 1.500000 	 0 	 
无益 	 4 	 2.000000 	 1.500000 	 0 	 
无缘 	 4 	 2.000000 	 1.500000 	 0 	 
无能 	 4 	 2.000000 	 1.500000 	 0 	 
早知 	 4 	 2.000000 	 1.500000 	 0 	 
明清 	 4 	 2.000000 	 1.500000 	 0 	 
明王 	 4 	 2.000000 	 1.500000 	 0 	 
昏迷 	 4 	 2.000000 	 1.500000 	 0 	 
易受 	 4 	 2.000000 	 1.500000 	 0 	 
是举 	 4 	 2.000000 	 1.500000 	 0 	 
是于 	 4 	 2.000000 	 1.500000 	 0 	 
是印 	 4 	 2.000000 	 1.500000 	 0 	 
是团 	 4 	 2.000000 	 1.500000 	 0 	 
是尽 	 4 	 2.000000 	 1.500000 	 0 	 
是廉 	 4 	 2.000000 	 1.500000 	 0 	 
是执 	 4 	 2.000000 	 1.500000 	 0 	 
是批 	 4 	 2.000000 	 1.500000 	 0 	 
是排 	 4 	 2.000000 	 1.500000 	 0 	 
是数 	 4 	 2.000000 	 1.500000 	 0 	 
是沉 	 4 	 2.000000 	 1.500000 	 0 	 
是游 	 4 	 2.000000 	 1.500000 	 0 	 
是激 	 4 	 2.000000 	 1.500000 	 0 	 
是犯 	 4 	 2.000000 	 1.500000 	 0 	 
是男 	 4 	 2.000000 	 1.500000 	 0 	 
是留 	 4 	 2.000000 	 1.500000 	 0 	 
是矿 	 4 	 2.000000 	 1.500000 	 0 	 
是舍 	 4 	 2.000000 	 1.500000 	 0 	 
是设 	 4 	 2.000000 	 1.500000 	 0 	 
是起 	 4 	 2.000000 	 1.500000 	 0 	 
是送 	 4 	 2.000000 	 1.500000 	 0 	 
是银 	 4 	 2.000000 	 1.500000 	 0 	 
是鲜 	 4 	 2.000000 	 1.500000 	 0 	 
是黄 	 4 	 2.000000 	 1.500000 	 0 	 
显赫 	 4 	 2.000000 	 1.500000 	 0 	 
晒干 	 4 	 2.000000 	 1.500000 	 0 	 
晚节 	 4 	 2.000000 	 1.500000 	 0 	 
景如 	 4 	 2.000000 	 1.500000 	 0 	 
更难 	 4 	 2.000000 	 1.500000 	 0 	 
替他 	 4 	 2.000000 	 1.500000 	 0 	 
最精 	 4 	 2.000000 	 1.500000 	 0 	 
有交 	 4 	 2.000000 	 1.500000 	 0 	 
有内 	 4 	 2.000000 	 1.500000 	 0 	 
有差 	 4 	 2.000000 	 1.500000 	 0 	 
有异 	 4 	 2.000000 	 1.500000 	 0 	 
有故 	 4 	 2.000000 	 1.500000 	 0 	 
有朝 	 4 	 2.000000 	 1.500000 	 0 	 
有游 	 4 	 2.000000 	 1.500000 	 0 	 
有煤 	 4 	 2.000000 	 1.500000 	 0 	 
有联 	 4 	 2.000000 	 1.500000 	 0 	 
有胜 	 4 	 2.000000 	 1.500000 	 0 	 
有要 	 4 	 2.000000 	 1.500000 	 0 	 
有雨 	 4 	 2.000000 	 1.500000 	 0 	 
有香 	 4 	 2.000000 	 1.500000 	 0 	 
朝气 	 4 	 2.000000 	 1.500000 	 0 	 
本日 	 4 	 2.000000 	 1.500000 	 0 	 
机出 	 4 	 2.000000 	 1.500000 	 0 	 
机票 	 4 	 2.000000 	 1.500000 	 0 	 
权之 	 4 	 2.000000 	 1.500000 	 0 	 
权责 	 4 	 2.000000 	 1.500000 	 0 	 
李荣 	 4 	 2.000000 	 1.500000 	 0 	 
材都 	 4 	 2.000000 	 1.500000 	 0 	 
村三 	 4 	 2.000000 	 1.500000 	 0 	 
条和 	 4 	 2.000000 	 1.500000 	 0 	 
来她 	 4 	 2.000000 	 1.500000 	 0 	 
来资 	 4 	 2.000000 	 1.500000 	 0 	 
枣庄 	 4 	 2.000000 	 1.500000 	 0 	 
树叶 	 4 	 2.000000 	 1.500000 	 0 	 
桂冠 	 4 	 2.000000 	 1.500000 	 0 	 
桌椅 	 4 	 2.000000 	 1.500000 	 0 	 
桔子 	 4 	 2.000000 	 1.500000 	 0 	 
梁上 	 4 	 2.000000 	 1.500000 	 0 	 
横滚 	 4 	 2.000000 	 1.500000 	 0 	 
欠佳 	 4 	 2.000000 	 1.500000 	 0 	 
次考 	 4 	 2.000000 	 1.500000 	 0 	 
次谈 	 4 	 2.000000 	 1.500000 	 0 	 
次连 	 4 	 2.000000 	 1.500000 	 0 	 
款时 	 4 	 2.000000 	 1.500000 	 0 	 
正中 	 4 	 2.000000 	 1.500000 	 0 	 
正围 	 4 	 2.000000 	 1.500000 	 0 	 
正门 	 4 	 2.000000 	 1.500000 	 0 	 
此展 	 4 	 2.000000 	 1.500000 	 0 	 
步自 	 4 	 2.000000 	 1.500000 	 0 	 
步迈 	 4 	 2.000000 	 1.500000 	 0 	 
武官 	 4 	 2.000000 	 1.500000 	 0 	 
比同 	 4 	 2.000000 	 1.500000 	 0 	 
比率 	 4 	 2.000000 	 1.500000 	 0 	 
比现 	 4 	 2.000000 	 1.500000 	 0 	 
永隆 	 4 	 2.000000 	 1.500000 	 0 	 
永顺 	 4 	 2.000000 	 1.500000 	 0 	 
求索 	 4 	 2.000000 	 1.500000 	 0 	 
求职 	 4 	 2.000000 	 1.500000 	 0 	 
汉民 	 4 	 2.000000 	 1.500000 	 0 	 
汽笛 	 4 	 2.000000 	 1.500000 	 0 	 
汾河 	 4 	 2.000000 	 1.500000 	 0 	 
沉沉 	 4 	 2.000000 	 1.500000 	 0 	 
油盐 	 4 	 2.000000 	 1.500000 	 0 	 
泥水 	 4 	 2.000000 	 1.500000 	 0 	 
注资 	 4 	 2.000000 	 1.500000 	 0 	 
洗净 	 4 	 2.000000 	 1.500000 	 0 	 
洪涝 	 4 	 2.000000 	 1.500000 	 0 	 
洲之 	 4 	 2.000000 	 1.500000 	 0 	 
流亡 	 4 	 2.000000 	 1.500000 	 0 	 
浑厚 	 4 	 2.000000 	 1.500000 	 0 	 
海鲜 	 4 	 2.000000 	 1.500000 	 0 	 
清单 	 4 	 2.000000 	 1.500000 	 0 	 
清明 	 4 	 2.000000 	 1.500000 	 0 	 
溪流 	 4 	 2.000000 	 1.500000 	 0 	 
滨江 	 4 	 2.000000 	 1.500000 	 0 	 
点名 	 4 	 2.000000 	 1.500000 	 0 	 
炼油 	 4 	 2.000000 	 1.500000 	 0 	 
烂了 	 4 	 2.000000 	 1.500000 	 0 	 
然只 	 4 	 2.000000 	 1.500000 	 0 	 
然感 	 4 	 2.000000 	 1.500000 	 0 	 
照了 	 4 	 2.000000 	 1.500000 	 0 	 
照搬 	 4 	 2.000000 	 1.500000 	 0 	 
熟睡 	 4 	 2.000000 	 1.500000 	 0 	 
爬出 	 4 	 2.000000 	 1.500000 	 0 	 
爱中 	 4 	 2.000000 	 1.500000 	 0 	 
牛角 	 4 	 2.000000 	 1.500000 	 0 	 
物业 	 4 	 2.000000 	 1.500000 	 0 	 
物处 	 4 	 2.000000 	 1.500000 	 0 	 
物标 	 4 	 2.000000 	 1.500000 	 0 	 
牵制 	 4 	 2.000000 	 1.500000 	 0 	 
特认 	 4 	 2.000000 	 1.500000 	 0 	 
独一 	 4 	 2.000000 	 1.500000 	 0 	 
率而 	 4 	 2.000000 	 1.500000 	 0 	 
玉明 	 4 	 2.000000 	 1.500000 	 0 	 
王君 	 4 	 2.000000 	 1.500000 	 0 	 
王荣 	 4 	 2.000000 	 1.500000 	 0 	 
珍珠 	 4 	 2.000000 	 1.500000 	 0 	 
球中 	 4 	 2.000000 	 1.500000 	 0 	 
理小 	 4 	 2.000000 	 1.500000 	 0 	 
甚高 	 4 	 2.000000 	 1.500000 	 0 	 
甜头 	 4 	 2.000000 	 1.500000 	 0 	 
生入 	 4 	 2.000000 	 1.500000 	 0 	 
生而 	 4 	 2.000000 	 1.500000 	 0 	 
用低 	 4 	 2.000000 	 1.500000 	 0 	 
用彩 	 4 	 2.000000 	 1.500000 	 0 	 
用房 	 4 	 2.000000 	 1.500000 	 0 	 
用直 	 4 	 2.000000 	 1.500000 	 0 	 
用线 	 4 	 2.000000 	 1.500000 	 0 	 
用集 	 4 	 2.000000 	 1.500000 	 0 	 
用餐 	 4 	 2.000000 	 1.500000 	 0 	 
由天 	 4 	 2.000000 	 1.500000 	 0 	 
留出 	 4 	 2.000000 	 1.500000 	 0 	 
留法 	 4 	 2.000000 	 1.500000 	 0 	 
疗养 	 4 	 2.000000 	 1.500000 	 0 	 
病卧 	 4 	 2.000000 	 1.500000 	 0 	 
登载 	 4 	 2.000000 	 1.500000 	 0 	 
百亩 	 4 	 2.000000 	 1.500000 	 0 	 
的例 	 4 	 2.000000 	 1.500000 	 0 	 
的劣 	 4 	 2.000000 	 1.500000 	 0 	 
的善 	 4 	 2.000000 	 1.500000 	 0 	 
的尺 	 4 	 2.000000 	 1.500000 	 0 	 
的尼 	 4 	 2.000000 	 1.500000 	 0 	 
的悬 	 4 	 2.000000 	 1.500000 	 0 	 
的敏 	 4 	 2.000000 	 1.500000 	 0 	 
的晨 	 4 	 2.000000 	 1.500000 	 0 	 
的柏 	 4 	 2.000000 	 1.500000 	 0 	 
的柳 	 4 	 2.000000 	 1.500000 	 0 	 
的毕 	 4 	 2.000000 	 1.500000 	 0 	 
的滑 	 4 	 2.000000 	 1.500000 	 0 	 
的滚 	 4 	 2.000000 	 1.500000 	 0 	 
的滞 	 4 	 2.000000 	 1.500000 	 0 	 
的眷 	 4 	 2.000000 	 1.500000 	 0 	 
的睡 	 4 	 2.000000 	 1.500000 	 0 	 
的硝 	 4 	 2.000000 	 1.500000 	 0 	 
的穷 	 4 	 2.000000 	 1.500000 	 0 	 
的索 	 4 	 2.000000 	 1.500000 	 0 	 
的缓 	 4 	 2.000000 	 1.500000 	 0 	 
的胃 	 4 	 2.000000 	 1.500000 	 0 	 
的胆 	 4 	 2.000000 	 1.500000 	 0 	 
的臭 	 4 	 2.000000 	 1.500000 	 0 	 
的萨 	 4 	 2.000000 	 1.500000 	 0 	 
的贵 	 4 	 2.000000 	 1.500000 	 0 	 
的钻 	 4 	 2.000000 	 1.500000 	 0 	 
的闲 	 4 	 2.000000 	 1.500000 	 0 	 
的阻 	 4 	 2.000000 	 1.500000 	 0 	 
的随 	 4 	 2.000000 	 1.500000 	 0 	 
的驻 	 4 	 2.000000 	 1.500000 	 0 	 
的驾 	 4 	 2.000000 	 1.500000 	 0 	 
的验 	 4 	 2.000000 	 1.500000 	 0 	 
的Ａ 	 4 	 2.000000 	 1.500000 	 0 	 
省东 	 4 	 2.000000 	 1.500000 	 0 	 
省粮 	 4 	 2.000000 	 1.500000 	 0 	 
眉头 	 4 	 2.000000 	 1.500000 	 0 	 
看管 	 4 	 2.000000 	 1.500000 	 0 	 
着主 	 4 	 2.000000 	 1.500000 	 0 	 
着冰 	 4 	 2.000000 	 1.500000 	 0 	 
着工 	 4 	 2.000000 	 1.500000 	 0 	 
着看 	 4 	 2.000000 	 1.500000 	 0 	 
着车 	 4 	 2.000000 	 1.500000 	 0 	 
着难 	 4 	 2.000000 	 1.500000 	 0 	 
着雪 	 4 	 2.000000 	 1.500000 	 0 	 
督办 	 4 	 2.000000 	 1.500000 	 0 	 
知情 	 4 	 2.000000 	 1.500000 	 0 	 
矫健 	 4 	 2.000000 	 1.500000 	 0 	 
碎的 	 4 	 2.000000 	 1.500000 	 0 	 
神龙 	 4 	 2.000000 	 1.500000 	 0 	 
祥等 	 4 	 2.000000 	 1.500000 	 0 	 
票等 	 4 	 2.000000 	 1.500000 	 0 	 
秀山 	 4 	 2.000000 	 1.500000 	 0 	 
种农 	 4 	 2.000000 	 1.500000 	 0 	 
种电 	 4 	 2.000000 	 1.500000 	 0 	 
种能 	 4 	 2.000000 	 1.500000 	 0 	 
种要 	 4 	 2.000000 	 1.500000 	 0 	 
种读 	 4 	 2.000000 	 1.500000 	 0 	 
科瓦 	 4 	 2.000000 	 1.500000 	 0 	 
称不 	 4 	 2.000000 	 1.500000 	 0 	 
稻种 	 4 	 2.000000 	 1.500000 	 0 	 
穷人 	 4 	 2.000000 	 1.500000 	 0 	 
穷山 	 4 	 2.000000 	 1.500000 	 0 	 
穿行 	 4 	 2.000000 	 1.500000 	 0 	 
立个 	 4 	 2.000000 	 1.500000 	 0 	 
立时 	 4 	 2.000000 	 1.500000 	 0 	 
笔耕 	 4 	 2.000000 	 1.500000 	 0 	 
等值 	 4 	 2.000000 	 1.500000 	 0 	 
等政 	 4 	 2.000000 	 1.500000 	 0 	 
等资 	 4 	 2.000000 	 1.500000 	 0 	 
米脂 	 4 	 2.000000 	 1.500000 	 0 	 
米花 	 4 	 2.000000 	 1.500000 	 0 	 
繁体 	 4 	 2.000000 	 1.500000 	 0 	 
经得 	 4 	 2.000000 	 1.500000 	 0 	 
给公 	 4 	 2.000000 	 1.500000 	 0 	 
给那 	 4 	 2.000000 	 1.500000 	 0 	 
绵羊 	 4 	 2.000000 	 1.500000 	 0 	 
综述 	 4 	 2.000000 	 1.500000 	 0 	 
绿地 	 4 	 2.000000 	 1.500000 	 0 	 
编撰 	 4 	 2.000000 	 1.500000 	 0 	 
罪恶 	 4 	 2.000000 	 1.500000 	 0 	 
美籍 	 4 	 2.000000 	 1.500000 	 0 	 
群英 	 4 	 2.000000 	 1.500000 	 0 	 
群落 	 4 	 2.000000 	 1.500000 	 0 	 
翻看 	 4 	 2.000000 	 1.500000 	 0 	 
者建 	 4 	 2.000000 	 1.500000 	 0 	 
者面 	 4 	 2.000000 	 1.500000 	 0 	 
而充 	 4 	 2.000000 	 1.500000 	 0 	 
而兴 	 4 	 2.000000 	 1.500000 	 0 	 
而创 	 4 	 2.000000 	 1.500000 	 0 	 
而开 	 4 	 2.000000 	 1.500000 	 0 	 
而强 	 4 	 2.000000 	 1.500000 	 0 	 
而必 	 4 	 2.000000 	 1.500000 	 0 	 
而改 	 4 	 2.000000 	 1.500000 	 0 	 
而死 	 4 	 2.000000 	 1.500000 	 0 	 
而温 	 4 	 2.000000 	 1.500000 	 0 	 
而设 	 4 	 2.000000 	 1.500000 	 0 	 
耐用 	 4 	 2.000000 	 1.500000 	 0 	 
耸立 	 4 	 2.000000 	 1.500000 	 0 	 
联共 	 4 	 2.000000 	 1.500000 	 0 	 
股股 	 4 	 2.000000 	 1.500000 	 0 	 
肤色 	 4 	 2.000000 	 1.500000 	 0 	 
能激 	 4 	 2.000000 	 1.500000 	 0 	 
腐朽 	 4 	 2.000000 	 1.500000 	 0 	 
腾起 	 4 	 2.000000 	 1.500000 	 0 	 
自办 	 4 	 2.000000 	 1.500000 	 0 	 
自编 	 4 	 2.000000 	 1.500000 	 0 	 
船队 	 4 	 2.000000 	 1.500000 	 0 	 
花几 	 4 	 2.000000 	 1.500000 	 0 	 
花都 	 4 	 2.000000 	 1.500000 	 0 	 
苗寨 	 4 	 2.000000 	 1.500000 	 0 	 
英武 	 4 	 2.000000 	 1.500000 	 0 	 
茂密 	 4 	 2.000000 	 1.500000 	 0 	 
范式 	 4 	 2.000000 	 1.500000 	 0 	 
茫然 	 4 	 2.000000 	 1.500000 	 0 	 
草丛 	 4 	 2.000000 	 1.500000 	 0 	 
荒唐 	 4 	 2.000000 	 1.500000 	 0 	 
荷花 	 4 	 2.000000 	 1.500000 	 0 	 
获释 	 4 	 2.000000 	 1.500000 	 0 	 
营地 	 4 	 2.000000 	 1.500000 	 0 	 
萨米 	 4 	 2.000000 	 1.500000 	 0 	 
落伍 	 4 	 2.000000 	 1.500000 	 0 	 
落差 	 4 	 2.000000 	 1.500000 	 0 	 
藏有 	 4 	 2.000000 	 1.500000 	 0 	 
虎被 	 4 	 2.000000 	 1.500000 	 0 	 
蜡烛 	 4 	 2.000000 	 1.500000 	 0 	 
蝉联 	 4 	 2.000000 	 1.500000 	 0 	 
蝴蝶 	 4 	 2.000000 	 1.500000 	 0 	 
行星 	 4 	 2.000000 	 1.500000 	 0 	 
街一 	 4 	 2.000000 	 1.500000 	 0 	 
被抓 	 4 	 2.000000 	 1.500000 	 0 	 
被深 	 4 	 2.000000 	 1.500000 	 0 	 
被砸 	 4 	 2.000000 	 1.500000 	 0 	 
装帧 	 4 	 2.000000 	 1.500000 	 0 	 
西农 	 4 	 2.000000 	 1.500000 	 0 	 
西半 	 4 	 2.000000 	 1.500000 	 0 	 
要事 	 4 	 2.000000 	 1.500000 	 0 	 
要可 	 4 	 2.000000 	 1.500000 	 0 	 
要安 	 4 	 2.000000 	 1.500000 	 0 	 
要就 	 4 	 2.000000 	 1.500000 	 0 	 
要摆 	 4 	 2.000000 	 1.500000 	 0 	 
要照 	 4 	 2.000000 	 1.500000 	 0 	 
要知 	 4 	 2.000000 	 1.500000 	 0 	 
要维 	 4 	 2.000000 	 1.500000 	 0 	 
视之 	 4 	 2.000000 	 1.500000 	 0 	 
让伊 	 4 	 2.000000 	 1.500000 	 0 	 
让出 	 4 	 2.000000 	 1.500000 	 0 	 
记下 	 4 	 2.000000 	 1.500000 	 0 	 
讲不 	 4 	 2.000000 	 1.500000 	 0 	 
讲师 	 4 	 2.000000 	 1.500000 	 0 	 
讲清 	 4 	 2.000000 	 1.500000 	 0 	 
评分 	 4 	 2.000000 	 1.500000 	 0 	 
评警 	 4 	 2.000000 	 1.500000 	 0 	 
试着 	 4 	 2.000000 	 1.500000 	 0 	 
该基 	 4 	 2.000000 	 1.500000 	 0 	 
说就 	 4 	 2.000000 	 1.500000 	 0 	 
说本 	 4 	 2.000000 	 1.500000 	 0 	 
调制 	 4 	 2.000000 	 1.500000 	 0 	 
调换 	 4 	 2.000000 	 1.500000 	 0 	 
豫西 	 4 	 2.000000 	 1.500000 	 0 	 
质朴 	 4 	 2.000000 	 1.500000 	 0 	 
费力 	 4 	 2.000000 	 1.500000 	 0 	 
资办 	 4 	 2.000000 	 1.500000 	 0 	 
赈济 	 4 	 2.000000 	 1.500000 	 0 	 
赚取 	 4 	 2.000000 	 1.500000 	 0 	 
赫赫 	 4 	 2.000000 	 1.500000 	 0 	 
走俏 	 4 	 2.000000 	 1.500000 	 0 	 
赶排 	 4 	 2.000000 	 1.500000 	 0 	 
起当 	 4 	 2.000000 	 1.500000 	 0 	 
越有 	 4 	 2.000000 	 1.500000 	 0 	 
跃升 	 4 	 2.000000 	 1.500000 	 0 	 
跑出 	 4 	 2.000000 	 1.500000 	 0 	 
跨境 	 4 	 2.000000 	 1.500000 	 0 	 
路时 	 4 	 2.000000 	 1.500000 	 0 	 
蹲下 	 4 	 2.000000 	 1.500000 	 0 	 
转动 	 4 	 2.000000 	 1.500000 	 0 	 
转弯 	 4 	 2.000000 	 1.500000 	 0 	 
轻骑 	 4 	 2.000000 	 1.500000 	 0 	 
辽中 	 4 	 2.000000 	 1.500000 	 0 	 
达上 	 4 	 2.000000 	 1.500000 	 0 	 
达八 	 4 	 2.000000 	 1.500000 	 0 	 
过江 	 4 	 2.000000 	 1.500000 	 0 	 
迎上 	 4 	 2.000000 	 1.500000 	 0 	 
运力 	 4 	 2.000000 	 1.500000 	 0 	 
近四 	 4 	 2.000000 	 1.500000 	 0 	 
近海 	 4 	 2.000000 	 1.500000 	 0 	 
还剩 	 4 	 2.000000 	 1.500000 	 0 	 
还参 	 4 	 2.000000 	 1.500000 	 0 	 
还明 	 4 	 2.000000 	 1.500000 	 0 	 
还欠 	 4 	 2.000000 	 1.500000 	 0 	 
还缺 	 4 	 2.000000 	 1.500000 	 0 	 
还让 	 4 	 2.000000 	 1.500000 	 0 	 
还远 	 4 	 2.000000 	 1.500000 	 0 	 
进法 	 4 	 2.000000 	 1.500000 	 0 	 
连忙 	 4 	 2.000000 	 1.500000 	 0 	 
退而 	 4 	 2.000000 	 1.500000 	 0 	 
送大 	 4 	 2.000000 	 1.500000 	 0 	 
适龄 	 4 	 2.000000 	 1.500000 	 0 	 
选送 	 4 	 2.000000 	 1.500000 	 0 	 
通风 	 4 	 2.000000 	 1.500000 	 0 	 
遒劲 	 4 	 2.000000 	 1.500000 	 0 	 
遣散 	 4 	 2.000000 	 1.500000 	 0 	 
部冲 	 4 	 2.000000 	 1.500000 	 0 	 
部首 	 4 	 2.000000 	 1.500000 	 0 	 
都使 	 4 	 2.000000 	 1.500000 	 0 	 
都属 	 4 	 2.000000 	 1.500000 	 0 	 
都引 	 4 	 2.000000 	 1.500000 	 0 	 
都花 	 4 	 2.000000 	 1.500000 	 0 	 
都难 	 4 	 2.000000 	 1.500000 	 0 	 
里建 	 4 	 2.000000 	 1.500000 	 0 	 
里放 	 4 	 2.000000 	 1.500000 	 0 	 
里热 	 4 	 2.000000 	 1.500000 	 0 	 
重启 	 4 	 2.000000 	 1.500000 	 0 	 
重度 	 4 	 2.000000 	 1.500000 	 0 	 
重洋 	 4 	 2.000000 	 1.500000 	 0 	 
量充 	 4 	 2.000000 	 1.500000 	 0 	 
金榜 	 4 	 2.000000 	 1.500000 	 0 	 
金黄 	 4 	 2.000000 	 1.500000 	 0 	 
钱可 	 4 	 2.000000 	 1.500000 	 0 	 
钱财 	 4 	 2.000000 	 1.500000 	 0 	 
铁水 	 4 	 2.000000 	 1.500000 	 0 	 
销全 	 4 	 2.000000 	 1.500000 	 0 	 
错位 	 4 	 2.000000 	 1.500000 	 0 	 
镇人 	 4 	 2.000000 	 1.500000 	 0 	 
镇集 	 4 	 2.000000 	 1.500000 	 0 	 
长开 	 4 	 2.000000 	 1.500000 	 0 	 
长拜 	 4 	 2.000000 	 1.500000 	 0 	 
长来 	 4 	 2.000000 	 1.500000 	 0 	 
长湖 	 4 	 2.000000 	 1.500000 	 0 	 
长者 	 4 	 2.000000 	 1.500000 	 0 	 
门可 	 4 	 2.000000 	 1.500000 	 0 	 
间出 	 4 	 2.000000 	 1.500000 	 0 	 
队之 	 4 	 2.000000 	 1.500000 	 0 	 
队后 	 4 	 2.000000 	 1.500000 	 0 	 
队成 	 4 	 2.000000 	 1.500000 	 0 	 
院系 	 4 	 2.000000 	 1.500000 	 0 	 
震害 	 4 	 2.000000 	 1.500000 	 0 	 
霏霏 	 4 	 2.000000 	 1.500000 	 0 	 
面正 	 4 	 2.000000 	 1.500000 	 0 	 
面设 	 4 	 2.000000 	 1.500000 	 0 	 
顿珠 	 4 	 2.000000 	 1.500000 	 0 	 
领空 	 4 	 2.000000 	 1.500000 	 0 	 
风湿 	 4 	 2.000000 	 1.500000 	 0 	 
风筝 	 4 	 2.000000 	 1.500000 	 0 	 
风里 	 4 	 2.000000 	 1.500000 	 0 	 
飘落 	 4 	 2.000000 	 1.500000 	 0 	 
飘逸 	 4 	 2.000000 	 1.500000 	 0 	 
飞驰 	 4 	 2.000000 	 1.500000 	 0 	 
饿死 	 4 	 2.000000 	 1.500000 	 0 	 
马达 	 4 	 2.000000 	 1.500000 	 0 	 
驶向 	 4 	 2.000000 	 1.500000 	 0 	 
驻扎 	 4 	 2.000000 	 1.500000 	 0 	 
骂人 	 4 	 2.000000 	 1.500000 	 0 	 
验票 	 4 	 2.000000 	 1.500000 	 0 	 
鲜美 	 4 	 2.000000 	 1.500000 	 0 	 
鼎盛 	 4 	 2.000000 	 1.500000 	 0 	 
ＣＣ 	 4 	 2.000000 	 1.500000 	 0 	 
ＮＩ 	 4 	 2.000000 	 1.500000 	 0 	 
叩 	 4 	 2.000000 	 1.500000 	 0 	 
呐 	 4 	 2.000000 	 1.500000 	 0 	 
呛 	 4 	 2.000000 	 1.500000 	 0 	 
嗜 	 4 	 2.000000 	 1.500000 	 0 	 
噙 	 4 	 2.000000 	 1.500000 	 0 	 
妮 	 4 	 2.000000 	 1.500000 	 0 	 
扁 	 4 	 2.000000 	 1.500000 	 0 	 
拷 	 4 	 2.000000 	 1.500000 	 0 	 
挟 	 4 	 2.000000 	 1.500000 	 0 	 
捣 	 4 	 2.000000 	 1.500000 	 0 	 
搓 	 4 	 2.000000 	 1.500000 	 0 	 
沅 	 4 	 2.000000 	 1.500000 	 0 	 
泗 	 4 	 2.000000 	 1.500000 	 0 	 
洌 	 4 	 2.000000 	 1.500000 	 0 	 
焘 	 4 	 2.000000 	 1.500000 	 0 	 
爵 	 4 	 2.000000 	 1.500000 	 0 	 
瓯 	 4 	 2.000000 	 1.500000 	 0 	 
皱 	 4 	 2.000000 	 1.500000 	 0 	 
窍 	 4 	 2.000000 	 1.500000 	 0 	 
笨 	 4 	 2.000000 	 1.500000 	 0 	 
糯 	 4 	 2.000000 	 1.500000 	 0 	 
胰 	 4 	 2.000000 	 1.500000 	 0 	 
蟹 	 4 	 2.000000 	 1.500000 	 0 	 
邈 	 4 	 2.000000 	 1.500000 	 0 	 
雍 	 4 	 2.000000 	 1.500000 	 0 	 
韶 	 4 	 2.000000 	 1.500000 	 0 	 
具有非 	 4 	 2.000000 	 1.000000 	 0.000958354552506441 	 
气温回升 	 4 	 2.000000 	 1.000000 	 0.0008772382198671626 	 
比以往任何 	 4 	 2.000000 	 1.000000 	 0.0008707918887964915 	 
信息资 	 4 	 2.000000 	 1.000000 	 0.000849304118560921 	 
看得见 	 4 	 2.000000 	 1.000000 	 0.0008219072115105688 	 
五花八门 	 4 	 2.000000 	 1.000000 	 0.0008186840459752332 	 
输变电 	 4 	 2.000000 	 1.000000 	 0.0008150579847479806 	 
欺诈行为 	 4 	 2.000000 	 1.000000 	 0.0007680534873576704 	 
荣获国 	 4 	 2.000000 	 1.000000 	 0.0007409251774352627 	 
初步估计 	 4 	 2.000000 	 1.000000 	 0.0007119166876172426 	 
石油和 	 4 	 2.000000 	 1.000000 	 0.0007097679105936856 	 
首都布 	 4 	 2.000000 	 1.000000 	 0.0006827738992352503 	 
